Brand,Model,Selling_Price,Year,Seller_Type,Owner,KM_Driven,Ex_Showroom_Price
Honda,Honda CB Unicorn 160,45000,2015,Individual,1st owner,15000,77545
Vespa,Vespa LX 125,50000,2015,Individual,1st owner,3909,77900
Suzuki,Suzuki Gixxer [2014-2018],55000,2015,Individual,1st owner,25000,78316
Suzuki,Suzuki Gixxer [2014-2018],62000,2017,Individual,1st owner,15000,78316
Suzuki,Suzuki Gixxer [2014-2018],45000,2015,Individual,1st owner,40000,78316
Hero,Hero Xtreme Sports,43000,2016,Individual,2nd owner,50000,78350
Hero,Hero Xtreme Sports,22000,2014,Individual,1st owner,99000,78350
Hero,Hero Xtreme Sports,65000,2017,Individual,1st owner,23000,78350
Hero,Hero Hunk,45000,2014,Individual,1st owner,41000,78513
Hero,Hero Hunk,20000,2010,Individual,1st owner,35000,78513
Hero,Hero Hunk,35000,2013,Individual,1st owner,50000,78513
Hero,Hero Hunk,35000,2016,Individual,1st owner,32000,78513
Hero,Hero Extreme,65000,2015,Individual,1st owner,16000,78700
Hero,Hero Extreme,55000,2016,Individual,1st owner,15000,78700
Hero,Hero Honda CBZ extreme,38000,2013,Individual,1st owner,75000,78700
Hero,Hero  CBZ Xtreme,20000,2010,Individual,1st owner,50000,78700
Yamaha,Yamaha FZ16,35000,2015,Individual,1st owner,32000,78712
Yamaha,Yamaha FZ16,30000,2009,Individual,2nd owner,26000,78712
Yamaha,Yamaha FZ16,35000,2012,Individual,2nd owner,29000,78712
Yamaha,Yamaha FZ16,48000,2016,Individual,1st owner,20000,78712
Yamaha,Yamaha FZ16,27000,2011,Individual,1st owner,67000,78712
Yamaha,Yamaha FZ16,25000,2008,Individual,1st owner,40000,78712
Yamaha,Yamaha FZ16,20000,2009,Individual,1st owner,50000,78712
Yamaha,Yamaha FZ16,30000,2011,Individual,1st owner,44000,78712
Yamaha,Yamaha FZ16,30000,2010,Individual,1st owner,70000,78712
Yamaha,Yamaha FZ16,60000,2016,Individual,1st owner,29950,78712
Yamaha,Yamaha FZ16,45000,2016,Individual,1st owner,37000,78712
Yamaha,Yamaha FZ16,40000,2016,Individual,1st owner,93000,78712
Honda,Honda CB Unicorn 160,75000,2015,Individual,1st owner,100000,79233
Yamaha,Yamaha FZ S [2012-2016],38000,2013,Individual,1st owner,75000,79432
Yamaha,Yamaha FZ S [2012-2016],42000,2013,Individual,1st owner,60000,79432
Yamaha,Yamaha FZ S [2012-2016],40000,2014,Individual,1st owner,27785,79432
Yamaha,Yamaha FZ S [2012-2016],40000,2011,Individual,1st owner,82000,79432
Yamaha,Yamaha FZ S [2012-2016],60000,2014,Individual,1st owner,68000,79432
Yamaha,Yamaha FZ S [2012-2016],45000,2016,Individual,2nd owner,20000,79432
Yamaha,Yamaha FZ S [2012-2016],45000,2015,Individual,1st owner,24000,79432
Bajaj,Bajaj Avenger 150,75000,2018,Individual,1st owner,7000,80000
Bajaj,Bajaj Avenger 150 street,60000,2018,Individual,1st owner,20000,80000
Hero,Hero Xtreme Sports,50000,2014,Individual,1st owner,80000,80350
Hero,Hero Xtreme Sports,58000,2016,Individual,1st owner,21000,80350
Bajaj,Bajaj Avenger Street 150 [2018],50000,2016,Individual,1st owner,40000,80435
Bajaj,Bajaj Avenger Street 150 [2018],50000,2016,Individual,1st owner,32000,80435
Bajaj,Bajaj Avenger Street 150 [2018],40000,2016,Individual,1st owner,29689,80435
Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,23097,80435
Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,45137,80435
Bajaj,Bajaj Avenger Street 150 [2018],75000,2016,Individual,1st owner,35000,80435
Bajaj,Bajaj Avenger Street 150 [2018],80000,2017,Individual,1st owner,30000,80435
Bajaj,Bajaj Avenger Street 150 [2018],60000,2017,Individual,1st owner,30000,80435
Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,2nd owner,27000,80435
Bajaj,Bajaj Avenger Street 150 [2018],60000,2016,Individual,1st owner,25000,80435
Bajaj,Bajaj Pulsar AS150,50000,2015,Individual,1st owner,5000,80821
Bajaj,Bajaj Pulsar AS150,55000,2017,Individual,2nd owner,20000,80821
TVS,TVS Apache RTR 160,65000,2019,Individual,1st owner,11800,81000
TVS,TVS Apache RTR 160,60000,2014,Individual,1st owner,19000,81000
TVS,TVS Apache RTR 160,42000,2016,Individual,1st owner,42000,81000
Yamaha,Yamaha FZ V 2.0,60000,2014,Individual,1st owner,41311,81508
Yamaha,Yamaha FZ V 2.0,35000,2014,Individual,1st owner,13500,81508
Yamaha,Yamaha FZ V 2.0,60000,2018,Individual,1st owner,25000,81508
Yamaha,Yamaha FZ V 2.0,60000,2016,Individual,1st owner,45420,81508
Yamaha,Yamaha FZ 16,75000,2017,Individual,1st owner,18000,82000
TVS,TVS Apache RTR 180,50000,2013,Individual,1st owner,6000,82600
TVS,TVS Apache RTR 180,45000,2016,Individual,1st owner,23000,82600
Suzuki,Suzuki Gixxer [2014-2018],69000,2017,Individual,1st owner,20000,82813
Yamaha,Yamaha FZ S ,40000,2014,Individual,1st owner,5500,83000
Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,28000,83340
Honda,Honda CB Trigger,45000,2015,Individual,1st owner,36000,83437
Honda,Honda CB Trigger,40000,2014,Individual,1st owner,75000,83437
Yamaha,Yamaha FZ S V 2.0,78000,2019,Individual,1st owner,5000,84000
Yamaha,Yamaha FZ  v 2.0,60000,2017,Individual,1st owner,29000,84000
Yamaha,Yamaha FZ  v 2.0,60000,2018,Individual,1st owner,25000,84000
Yamaha,Yamaha FZ S V 2.0,55000,2017,Individual,1st owner,58000,84000
Yamaha,Yamaha FZ S V 2.0,48000,2017,Individual,1st owner,23000,84000
Yamaha,Yamaha FZ S V 2.0,85000,2018,Individual,1st owner,8000,84042
Yamaha,Yamaha FZ S V 2.0,50000,2015,Individual,1st owner,20000,84042
Yamaha,Yamaha FZ S V 2.0,60000,2015,Individual,2nd owner,17500,84042
Yamaha,Yamaha FZ S V 2.0,50000,2014,Individual,1st owner,70000,84042
Yamaha,Yamaha FZ S V 2.0,40000,2015,Individual,1st owner,25000,84042
Yamaha,Yamaha FZ S V 2.0,60000,2017,Individual,1st owner,14500,84042
Yamaha,Yamaha FZ S V 2.0,75000,2017,Individual,1st owner,20000,84042
Yamaha,Yamaha FZ S V 2.0,65000,2017,Individual,1st owner,42000,84042
Suzuki,Suzuki Gixxer [2014-2018],60000,2016,Individual,1st owner,16000,84246
Yamaha,Yamaha FZ S V 2.0,78000,2017,Individual,1st owner,26100,84480
Yamaha,Yamaha Fazer [2009-2016],40000,2013,Individual,3rd owner,35000,84751
Yamaha,Yamaha Fazer [2009-2016],40000,2012,Individual,1st owner,7353,84751
Yamaha,Yamaha Fazer [2009-2016],45000,2014,Individual,1st owner,57700,84751
Yamaha,Yamaha Fazer [2009-2016],25000,2013,Individual,1st owner,120000,84751
Yamaha,Yamaha Fazer [2009-2016],50000,2012,Individual,1st owner,100000,84751
Yamaha,Yamaha Fazer [2009-2016],35000,2011,Individual,1st owner,15500,84751
Yamaha,Yamaha Fazer [2009-2016],40000,2013,Individual,1st owner,34500,84751
Bajaj,Bajaj Pulsar 180,15000,2008,Individual,1st owner,55000,85011
Bajaj,Bajaj Pulsar 180,25000,2007,Individual,1st owner,80000,85011
Bajaj,Bajaj Pulsar 180,35000,2012,Individual,1st owner,45000,85011
Bajaj,Bajaj Pulsar 180,30000,2008,Individual,2nd owner,60000,85011
Bajaj,Bajaj Pulsar 180,32000,2012,Individual,1st owner,40000,85011
Bajaj,Bajaj Pulsar 180,50000,2017,Individual,1st owner,20500,85011
Bajaj,Bajaj Pulsar 180,42000,2014,Individual,2nd owner,19600,85011
Bajaj,Bajaj Pulsar 180,38000,2012,Individual,2nd owner,57000,85011
Bajaj,Bajaj Pulsar 180,14900,2007,Individual,1st owner,50000,85011
Bajaj,Bajaj Pulsar 180,65000,2018,Individual,1st owner,26000,85011
Bajaj,Bajaj Pulsar 180,60000,2015,Individual,1st owner,28563,85011
Bajaj,Bajaj Pulsar 180,40000,2013,Individual,1st owner,34000,85011
Bajaj,Bajaj Pulsar 180,35000,2009,Individual,1st owner,19000,85011
Bajaj,Bajaj Pulsar 180,20100,2008,Individual,1st owner,36000,85011
Bajaj,Bajaj Pulsar 180,85000,2016,Individual,1st owner,35000,85011
Bajaj,Bajaj Pulsar 180,25000,2011,Individual,1st owner,43000,85011
Bajaj,Bajaj Pulsar 180,50000,2014,Individual,1st owner,30000,85011
Bajaj,Bajaj Pulsar 180,30000,2009,Individual,1st owner,17500,85011
Bajaj,Bajaj Pulsar 180,72000,2017,Dealer,1st owner,7850,85011
Bajaj,Bajaj Pulsar 180,50000,2010,Individual,1st owner,70000,85011
Hero,Hero Karizma [2003-2014],50000,2013,Individual,1st owner,38000,85766
Hero,Hero Karizma [2003-2014],50000,2013,Individual,1st owner,38000,85766
Hero,Hero Karizma 2014,35000,2013,Individual,1st owner,26000,86744
Hero,Hero Karizma 2014,40000,2013,Individual,1st owner,30000,86744
Hero,Hero Karizma 2014,30000,2014,Individual,2nd owner,51000,86744
Hero,Hero Karizma 2014,45000,2014,Individual,1st owner,5555,86744
Hero,Hero Karizma 2014,25000,2015,Individual,1st owner,40000,86744
Honda,Honda CB Hornet 160R,80000,2019,Individual,1st owner,3000,87000
Honda,Honda CB Hornet 160R,75000,2019,Individual,1st owner,11000,87000
Honda,Honda CB Hornet 160R,60000,2018,Individual,1st owner,15000,87000
Yamaha,Yamaha FZ S V 2.0,50000,2016,Individual,1st owner,40000,87042
Yamaha,Yamaha FZ S V 2.0,80000,2019,Individual,1st owner,10000,87042
Yamaha,Yamaha FZ S V 2.0,85000,2018,Individual,1st owner,50000,87042
Yamaha,Yamaha FZ S V 2.0,90000,2018,Individual,1st owner,10500,87042
Honda,Honda CB Hornet 160R,55000,2017,Individual,1st owner,14000,87543
Honda,Honda CB Hornet 160R,56000,2017,Individual,2nd owner,13200,87543
Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,38000,87543
Honda,Honda CB Hornet 160R,78500,2018,Individual,1st owner,17000,87719
Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,35000,87719
Honda,Honda CB Hornet 160R,80000,2017,Individual,1st owner,18000,87719
Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,35000,87719
Yamaha,Yamaha Fazer ,50000,2016,Individual,1st owner,8000,88000
Honda,Honda CB Hornet 160R,65000,2016,Individual,1st owner,30000,88161
Honda,Honda CB Hornet 160R,54786,2016,Individual,1st owner,25000,88161
Honda,Honda CB Hornet 160R,48000,2016,Individual,2nd owner,25000,88161
Yamaha,Yamaha Fazer FI V 2.0 [2016-2018],65000,2015,Individual,1st owner,23000,89643
Yamaha,Yamaha Fazer FI V 2.0 [2016-2018],65000,2018,Individual,1st owner,3500,89643
Bajaj,Bajaj Pulsar AS200,65000,2015,Individual,1st owner,15856,92074
Bajaj,Bajaj Pulsar AS200,60000,2015,Individual,1st owner,50000,92074
Bajaj,Bajaj Pulsar AS200,45000,2015,Individual,1st owner,48000,92074
Bajaj,Bajaj Pulsar AS200,65000,2015,Individual,1st owner,33000,92074
Honda,Honda CB Hornet 160R,60000,2017,Individual,1st owner,16500,92210
Honda,Honda CB Hornet 160R,60000,2017,Individual,2nd owner,16008,92210
Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,240000,92210
Honda,Honda CB Hornet 160R,70000,2017,Individual,1st owner,13000,92210
Honda,Honda CB Hornet 160R,80000,2016,Individual,1st owner,100000,92661
Honda,Honda CB Hornet 160R,75000,2016,Individual,1st owner,72000,92661
Honda,Honda CB Hornet 160R,70000,2018,Individual,1st owner,7000,92661
Hero,Hero Xtreme 200R,87000,2019,Individual,1st owner,3200,93400
Hero,Hero Xtreme 200R,86000,2018,Individual,1st owner,12000,93400
Bajaj,Bajaj Pulsar 220 F,52000,2012,Individual,1st owner,45000,94000
Bajaj,Bajaj Pulsar 220 F,51000,2018,Individual,1st owner,24000,94000
Honda,Honda CB Hornet 160R,95000,2019,Individual,1st owner,8000,94703
Bajaj,Bajaj Avenger 220,90000,2019,Individual,1st owner,1300,95000
Bajaj,Bajaj Avenger 220,75000,2019,Individual,1st owner,3500,95000
Bajaj,Bajaj Avenger 220,72000,2018,Individual,1st owner,500,95000
Bajaj,Bajaj Avenger 220 dtsi,60000,2017,Individual,1st owner,16600,95000
Bajaj,Bajaj Avenger Street 220,45000,2013,Individual,1st owner,24000,95000
Bajaj,Bajaj Avenger 220 dtsi,45000,2012,Individual,1st owner,27000,95000
Bajaj,Bajaj Avenger Street 220,80000,2018,Individual,1st owner,21178,95955
Bajaj,Bajaj Avenger Street 220,80000,2016,Individual,1st owner,7200,95955
Bajaj,Bajaj Avenger Street 220,60000,2016,Individual,1st owner,29000,95955
Bajaj,Bajaj Avenger Street 220,95000,2018,Individual,1st owner,23000,95955
Bajaj,Bajaj Avenger Street 220,60000,2016,Individual,1st owner,17000,95955
Bajaj,Bajaj Avenger Street 220,75000,2018,Individual,1st owner,12000,95955
Hero,Hero Xpulse 200T,105000,2019,Individual,1st owner,2900,96500
Bajaj,Bajaj Pulsar  NS 200,60000,2016,Individual,1st owner,25000,99000
Bajaj,Bajaj Pulsar NS 200,50000,2014,Individual,1st owner,13000,99000
Bajaj,Bajaj Pulsar NS 200,50000,2015,Individual,1st owner,45000,99000
Bajaj,Bajaj Pulsar NS 200,45000,2014,Individual,1st owner,14500,99000
Suzuki,Suzuki Gixxer SF Fi,100000,2019,Individual,1st owner,7000,103170
Honda,Honda Karizma,35000,2013,Individual,1st owner,30000,105000
Honda,Honda Karizma,31000,2012,Individual,1st owner,213000,105000
Hero,Hero Xpulse 200,90000,2019,Individual,1st owner,8600,107500
Hero,Hero Xpulse 200,100000,2019,Individual,1st owner,8500,107500
Hero,Hero Xpulse 200,98000,2019,Individual,1st owner,8500,107500
Hero,Hero Karizma ZMR,37000,2010,Individual,1st owner,27500,108000
Hero,Hero Karizma ZMR,75000,2015,Individual,1st owner,11000,108000
Hero,Hero Karizma ZMR,43000,2012,Individual,2nd owner,63000,108000
Suzuki,Suzuki Intruder 150 Fi,100000,2018,Individual,1st owner,14500,110240
Royal,Royal Enfield Bullet 350,105000,2018,Individual,1st owner,6000,117000
Yamaha,Yamaha YZF R15 S,40000,2010,Individual,2nd owner,45000,117926
Yamaha,Yamaha YZF R15 S,70000,2016,Individual,1st owner,8000,117926
Yamaha,Yamaha YZF R15 S,85000,2017,Individual,1st owner,13000,117926
Yamaha,Yamaha YZF R15 S,85000,2016,Individual,1st owner,26000,117926
Yamaha,Yamaha YZF R15 S,70000,2017,Individual,1st owner,16000,117926
Yamaha,Yamaha YZF R15 S,75000,2018,Individual,1st owner,36000,117926
Yamaha,Yamaha YZF R15 [2011-2018],65000,2013,Individual,1st owner,11000,118997
Yamaha,Yamaha YZF R15 [2011-2018],60000,2012,Individual,1st owner,22000,118997
Yamaha,Yamaha YZF R15 [2011-2018],80000,2017,Individual,1st owner,27000,118997
Yamaha,Yamaha YZF R15 [2011-2018],50000,2014,Individual,1st owner,1200,118997
Yamaha,Yamaha YZF R15 [2011-2018],80000,2013,Dealer,1st owner,30000,118997
Honda,Honda CBR 150,65000,2016,Individual,1st owner,23500,120000
Honda,Honda CBR 150,60000,2015,Individual,1st owner,32000,120000
Bajaj,Bajaj Pulsar RS200,105000,2018,Individual,1st owner,5700,126000
Honda,Honda CBR150 R,110000,2017,Individual,1st owner,11800,129662
Honda,Honda CBR150 R,77000,2014,Individual,1st owner,38000,132513
Yamaha,Yamaha FZ25,120000,2018,Individual,1st owner,39000,132680
Yamaha,Yamaha FZ25,120000,2017,Individual,1st owner,9000,132680
Yamaha,Yamaha FZ25,130000,2017,Individual,1st owner,4000,132680
Yamaha,Yamaha FZ25,90000,2018,Individual,1st owner,8200,132680
Yamaha,Yamaha FZ25,150000,2019,Individual,1st owner,2500,133680
Yamaha,Yamaha FZ25,110000,2019,Individual,1st owner,10000,133680
Yamaha,Yamaha FZ25,145000,2019,Individual,1st owner,4500,133680
Mahindra,Mahindra Mojo XT300,115000,2018,Individual,1st owner,35000,140000
Yamaha,Yamaha Fazer 25,115000,2018,Individual,1st owner,11000,142680
Yamaha,Yamaha Fazer 25,120000,2018,Individual,1st owner,6000,142680
Yamaha,Yamaha Fazer 25,145000,2018,Individual,2nd owner,4100,142680
Yamaha,Yamaha YZF R15 V3,170000,2019,Individual,1st owner,1400,146400
Royal,Royal Enfield Classic 350,135000,2019,Individual,1st owner,4100,147000
Royal,Royal Enfield Classic 350,120000,2019,Individual,1st owner,11000,147000
Royal,Royal Enfield Classic 350,115000,2017,Individual,1st owner,17000,147000
Royal,Royal Enfield Classic 350,111000,2017,Individual,1st owner,17500,147000
Royal,Royal Enfield Classic 350,110000,2015,Individual,1st owner,33000,147000
Royal,Royal Enfield Classic 350,110000,2017,Individual,1st owner,26000,147000
Royal,Royal Enfield Classic 350,100000,2015,Individual,1st owner,46500,147000
Royal,Royal Enfield Classic Gunmetal Grey,150000,2018,Individual,1st owner,12000,148114
Royal,Royal Enfield Classic Gunmetal Grey,150000,2018,Individual,1st owner,23000,148114
Royal,Royal Enfield Classic Gunmetal Grey,140000,2018,Individual,1st owner,22000,148114
Royal,Royal Enfield Classic Gunmetal Grey,135000,2018,Individual,1st owner,6100,148114
Royal,Royal Enfield Classic Gunmetal Grey,180000,2018,Individual,1st owner,5814,148114
Royal,Royal Enfield Classic Gunmetal Grey,140000,2018,Individual,1st owner,14000,148114
Royal,Royal Enfield Thunder 350,125000,2015,Individual,1st owner,15000,150000
Royal,Royal Enfield Thunder 350,120000,2018,Individual,1st owner,18000,150000
Royal,Royal Enfield Thunder 350,115000,2018,Individual,1st owner,8700,150000
Royal,Royal Enfield Thunder 350,105000,2013,Individual,1st owner,6900,150000
Royal,Royal Enfield Classic Gunmetal Grey,190000,2020,Individual,1st owner,500,155740
Royal,Royal Enfield Classic 500,100000,2013,Individual,1st owner,18000,156304
Bajaj,Bajaj Dominar 400,145000,2019,Individual,1st owner,1200,160000
Bajaj,Bajaj Dominar 400 [2018],170000,2018,Individual,1st owner,16000,163331
Bajaj,Bajaj Dominar 400 [2018],150000,2018,Individual,1st owner,5475,163331
Royal,Royal Enfield Thunderbird 350X,165000,2019,Individual,1st owner,3700,164004
Royal,Royal Enfield Thunderbird 350X,145000,2019,Individual,1st owner,2700,164004
Royal,Royal Enfield Classic Signals,195000,2018,Individual,1st owner,2845,164095
Royal,Royal Enfield Bullet 500,130000,2015,Individual,1st owner,34601,168482
Benelli,Benelli TNT 25,160000,2017,Individual,1st owner,2009,170994
Honda,Honda CBR-250R,85000,2014,Individual,2nd owner,18600,171646
Honda,Honda CBR-250R,100000,2011,Individual,2nd owner,3500,171646
Royal,Royal Enfield Classic 500,95000,2014,Individual,1st owner,11500,175000
Royal,Royal Enfield Classic 500,90000,2011,Individual,1st owner,40000,175000
KTM,KTM RC200,165000,2019,Individual,1st owner,4000,178000
KTM,KTM RC200,120000,2018,Individual,1st owner,6000,178000
UM,UM Renegade Commando,160000,2018,Individual,1st owner,7000,180525
UM,UM Renegade Commando,140000,2017,Individual,2nd owner,40000,180525
Royal,Royal Enfield Classic Desert Storm,150000,2017,Individual,1st owner,16500,181445
Royal,Royal Enfield Classic Desert Storm,100000,2012,Individual,1st owner,15000,181445
Royal,Royal Enfield Classic Desert Storm,130000,2015,Individual,2nd owner,25000,181445
Royal,Royal Enfield Classic Squadron Blue,140000,2017,Individual,1st owner,25000,181445
Royal,Royal Enfield Classic Desert Storm,150000,2015,Individual,1st owner,23000,181445
UM,UM Renegade Mojave,170000,2019,Individual,1st owner,1400,182000
Royal,Royal Enfield Classic Chrome,135000,2015,Individual,1st owner,45000,189313
Royal,Royal Enfield Classic Chrome,185000,2015,Individual,2nd owner,5000,189313
Royal,Royal Enfield Thunder 500,175000,2018,Individual,1st owner,3000,190000
Royal,Royal Enfield Thunder 500,110000,2017,Individual,1st owner,14000,190000
Royal,Royal Enfield Thunder 500,105000,2015,Individual,1st owner,5400,190000
Royal,Royal Enfield Thunderbird 500,125000,2014,Individual,1st owner,25000,190874
Mahindra,Mahindra Mojo XT300,165000,2017,Individual,1st owner,1933,195500
Royal,Royal Enfield Thunderbird 500X,185000,2018,Individual,1st owner,1500,198605
Honda,Honda CBR-250R,100000,2014,Individual,1st owner,19000,199275
KTM,KTM 390 Duke ABS [2013-2016],130000,2015,Individual,1st owner,50000,202127
KTM,KTM 390 Duke ABS [2013-2016],180000,2015,Individual,2nd owner,13125,202127
Honda,Honda CBR-250R,120000,2016,Individual,1st owner,16000,202310
Honda,Honda CBR-250R,200000,2019,Individual,1st owner,5500,202310
Royal,Royal Enfield Classic Stealth Black,160000,2018,Individual,1st owner,7500,204977
Royal,Royal Enfield Continental GT [2013 - 2018],110000,2014,Individual,1st owner,12077,208902
KTM,KTM RC390,135000,2017,Individual,1st owner,21700,237000
KTM,KTM 390 Duke ,115000,2016,Individual,1st owner,7000,240000
Kawasaki,Kawasaki Ninja 250R,125000,2010,Individual,2nd owner,21000,317934
Hyosung,Hyosung GT250R,135000,2016,Individual,2nd owner,16500,345000
BMW,BMW G310GS,300000,2018,Individual,1st owner,2500,349000
Yamaha,Yamaha YZF R3,365000,2019,Individual,1st owner,1127,351680
Kawasaki,Kawasaki Ninja 300,300000,2016,Individual,1st owner,9800,360000
Harley,Harley-Davidson Street 750,330000,2014,Individual,4th owner,6500,534000
Kawasaki,Kawasaki Ninja 650 [2018-2019],300000,2011,Individual,1st owner,12000,589000
Kawasaki,Kawasaki Ninja 650 [2018-2019],425000,2017,Individual,2nd owner,13600,599000
Suzuki,Suzuki GSX S750,760000,2019,Individual,1st owner,2800,752020
Harley,Harley-Davidson Street Bob,750000,2013,Individual,2nd owner,12000,1278000
Royal,Royal Enfield Classic 350,175000,2019,Individual,1st owner,350,
Honda,Honda Dio,45000,2017,Individual,1st owner,5650,
Yamaha,Yamaha SZ [2013-2014],20000,2011,Individual,2nd owner,21000,
Royal,Royal Enfield Bullet 350 [2007-2011],180000,2008,Individual,2nd owner,39000,
Hero,Hero Honda CBZ extreme,30000,2010,Individual,1st owner,32000,
Jawa,Jawa 42,185000,2020,Individual,1st owner,1700,
Hero,Hero Honda Glamour,25000,2006,Individual,1st owner,27000,
Hero,Hero Passion Pro 110,15000,2008,Individual,1st owner,60000,
Jawa,Jawa Standard,180000,2019,Individual,1st owner,2000,
Royal,Royal Enfield Thunderbird 350,110000,2016,Individual,1st owner,20000,
TVS,TVS Apache RTR 160 4V,80000,2018,Individual,1st owner,15210,
Hero,Hero Honda Splendor NXG,21000,2009,Individual,1st owner,10000,
Honda,Honda X-Blade,65000,2018,Individual,1st owner,27000,
Hero,Hero Honda Passion PRO [2012],30000,2011,Individual,1st owner,42000,
Royal,Royal Enfield Thunderbird 350,90000,2015,Individual,3rd owner,13000,
Bajaj,Bajaj Dominar 400,125000,2017,Individual,1st owner,12800,
KTM,KTM 390 Duke,175000,2017,Individual,1st owner,4600,
Royal,Royal Enfield Electra 5 S,90000,2010,Individual,2nd owner,40000,
Hero,Hero Honda Passion Plus,25000,2006,Individual,1st owner,75000,
Bajaj,Bajaj Pulsar 150,25000,2010,Individual,1st owner,42000,
Royal,Royal Enfield Bullet 350,90000,2014,Individual,1st owner,13000,
Bajaj,Bajaj Pulsar 150 [2001-2011],42000,2011,Individual,1st owner,23000,
Royal,Royal Enfield Thunderbird 350,85000,2013,Individual,1st owner,21000,
Royal,Royal Enfield Electra 4 S,90000,2008,Individual,1st owner,50000,
TVS,TVS Scooty Pep Plus,35000,2012,Individual,1st owner,8150,
TVS,TVS Apache RTR 160,35000,2013,Individual,1st owner,55750,
Bajaj,Bajaj Pulsar 150,29500,2013,Individual,1st owner,27000,
Suzuki,Suzuki Intruder 150,95000,2018,Individual,1st owner,21938,
Hero,Hero Honda Karizma ZMR [2010],50000,2010,Individual,1st owner,48000,
Honda,Honda Dio,7500,2009,Individual,2nd owner,16000,
Bajaj,Bajaj Xcd,25000,2008,Individual,1st owner,54000,
Hero,Hero Splendor Plus,35000,2014,Individual,2nd owner,35000,
Royal,Royal Enfield Thunderbird 350X,160000,2018,Individual,1st owner,15000,
Hero,Hero Honda CD Deluxe,25000,2009,Individual,1st owner,50000,
Hero,Hero CD Deluxe,25000,2014,Individual,1st owner,70000,
Bajaj,Bajaj Pulsar 220S,55000,2015,Individual,1st owner,45000,
Bajaj,Bajaj Pulsar 150,42000,2015,Individual,1st owner,22770,
Hero,Hero Splendor Plus,30000,2015,Individual,1st owner,30000,
Royal,Royal Enfield Thunderbird 350X,160000,2019,Individual,1st owner,6330,
Royal,Royal Enfield Classic 350,175000,2020,Individual,1st owner,500,
Bajaj,Bajaj Pulsar 150,40000,2013,Individual,1st owner,43400,
Bajaj,Bajaj Pulsar NS160,85000,2018,Individual,1st owner,7004,
Suzuki,Suzuki Gixxer SF,80000,2018,Individual,1st owner,12500,
TVS,TVS Apache RTR 200 4V,95000,2018,Individual,1st owner,9600,
TVS,TVS XL 100 Heavy Duty,40000,2019,Individual,1st owner,11000,
Hero,Hero HF Deluxe,40000,2018,Individual,1st owner,13000,
Aprilia,Aprilia SR 125,75000,2019,Individual,1st owner,3500,
Hero,Hero Honda Glamour,30000,2008,Individual,1st owner,7500,
Hero,Hero Honda Passion Plus,7500,2004,Individual,1st owner,120000,
Vespa,Vespa SXL 149,80000,2018,Individual,1st owner,18803,
TVS,TVS Scooty Pep Plus,18000,2010,Individual,1st owner,20000,
Royal,Royal Enfield Thunderbird 350,83900,2014,Individual,2nd owner,22000,
Honda,Honda Shine,50000,2017,Individual,1st owner,23000,
Hero,Hero Honda CBZ extreme,25000,2010,Individual,1st owner,40000,
Royal,Royal Enfield Classic 350,125000,2017,Individual,1st owner,18000,
Royal,Royal Enfield Continental GT 650,299000,2019,Individual,1st owner,1500,
Hero,Hero Honda CBZ extreme,20000,2007,Individual,1st owner,90000,
KTM,KTM 200 Duke,72000,2013,Individual,1st owner,36500,
Royal,Royal Enfield Classic 350,85000,2013,Individual,1st owner,49000,
Bajaj,Bajaj Dominar 400,138000,2017,Individual,1st owner,15000,
Royal,Royal Enfield Thunderbird 350X,150000,2018,Individual,1st owner,8500,
KTM,KTM RC 390,180000,2017,Individual,1st owner,3775,
