Brand,Model,Selling_Price,Year,Seller_Type,Owner,KM_Driven,Ex_Showroom_Price
Royal,Royal Enfield Thunderbird 350,100000,2015,Individual,1st owner,14500,
KTM,KTM 390 Duke,170000,2017,Individual,1st owner,14000,
Royal,Royal Enfield Bullet 350,123000,2016,Individual,1st owner,7000,
Suzuki,Suzuki Access 125,60000,2017,Individual,1st owner,4000,
TVS,TVS Apache RTR 200 4V,100000,2017,Individual,1st owner,45000,
Bajaj,Bajaj Pulsar 150,50000,2007,Individual,1st owner,52000,
Hero,Hero HF Deluxe,43000,2018,Individual,1st owner,60000,
Suzuki,Suzuki Access 125,40000,2015,Individual,1st owner,2300,
Hero,Hero HF Deluxe,30000,2016,Individual,1st owner,50000,
KTM,KTM RC 200,130000,2017,Individual,1st owner,27000,
Bajaj,Bajaj CT 100,32000,2017,Individual,1st owner,40000,
Hero,Hero Honda Pleasure,23000,2010,Individual,1st owner,32000,
Royal,Royal Enfield Classic 350,125000,2017,Individual,1st owner,36000,
Bajaj,Bajaj Pulsar 150,80000,2019,Individual,1st owner,8000,
TVS,TVS Flame,15000,2010,Individual,1st owner,12000,
Royal,Royal Enfield Classic 350,170000,2018,Individual,1st owner,5600,
Royal,Royal Enfield Electra 5 S,60000,2007,Individual,2nd owner,19612,
Bajaj,Bajaj Pulsar 150,41000,2012,Individual,1st owner,17000,
Honda,Honda Shine,35000,2012,Individual,1st owner,33700,
Honda,Honda Shine,36999,2011,Individual,1st owner,21000,
Suzuki,Suzuki Gixxer SF,60000,2016,Individual,1st owner,15000,
TVS,TVS Sport,12000,2007,Individual,1st owner,72000,
Bajaj,Bajaj Boxer,10000,2000,Individual,1st owner,30000,
Hero,Hero Honda Hunk,56000,2015,Individual,1st owner,48000,
Hero,Hero Honda Hunk,58000,2015,Individual,1st owner,48000,
Bajaj,Bajaj Avenger Cruise 220,87000,2018,Individual,1st owner,8000,
Hero,Hero HF Deluxe,60000,2019,Individual,1st owner,6000,
Bajaj,Bajaj Platina 100,40000,2018,Individual,1st owner,17000,
Bajaj,Bajaj Pulsar 220 Fi,25000,2012,Individual,1st owner,44000,
Bajaj,Bajaj Pulsar 150,15000,2006,Individual,1st owner,55000,
TVS,TVS Apache RTR 160,65000,2017,Individual,1st owner,46000,
Bajaj,Bajaj Pulsar 150,70000,2019,Individual,1st owner,6500,
Hero,Hero Honda Glamour,15000,2006,Individual,1st owner,80000,
Royal,Royal Enfield Classic 350,145000,2017,Individual,1st owner,2200,
Royal,Royal Enfield Bullet 350 [2007-2011],90000,2007,Individual,1st owner,3500,
Hero,Hero Honda Passion,9000,2002,Individual,2nd owner,66191,
TVS,TVS Apache RTR 200 4V,95000,2018,Individual,1st owner,9600,
Honda,Honda Shine,30000,2010,Individual,1st owner,46782,
Hero,Hero Splendor Plus,17000,2010,Individual,2nd owner,50000,
Royal,Royal Enfield Thunderbird 350,125000,2017,Individual,1st owner,23500,
Bajaj,Bajaj CT 110,20000,2015,Individual,1st owner,25000,
KTM,KTM RC 390,210000,2017,Individual,1st owner,12000,
Bajaj,Bajaj Pulsar 220F,70000,2018,Individual,1st owner,33000,
Bajaj,Bajaj Xcd,10000,2008,Individual,1st owner,50000,
Bajaj,Bajaj Pulsar 150,35000,2010,Individual,1st owner,40000,
TVS,TVS Centra,10000,2005,Individual,1st owner,50000,
Hero,Hero Super Splendor,50000,2016,Individual,1st owner,20000,
TVS,TVS Scooty Pep Plus,30000,2011,Individual,1st owner,20000,
Hero,Hero Honda Splendor Plus,15000,2005,Individual,1st owner,65000,
Hero,Hero CD Deluxe,15000,2014,Individual,2nd owner,34000,
Hero,Hero Honda Passion PRO [2012],25000,2011,Individual,1st owner,20000,
Hero,Hero HF Deluxe i3s,54000,2019,Individual,1st owner,11000,
Bajaj,Bajaj Xcd,25000,2007,Individual,1st owner,75000,
Royal,Royal Enfield Interceptor 650,260000,2019,Individual,1st owner,1200,
Bajaj,Bajaj Kristal,15000,2007,Individual,1st owner,30000,
Hero,Hero Honda Splendor Plus,20000,2006,Individual,1st owner,23000,
Bajaj,Bajaj Discover 135,20000,2010,Individual,1st owner,31195,
Vespa,Vespa SXL 149,98000,2019,Individual,1st owner,1000,
Royal,Royal Enfield Machismo,75000,2008,Individual,2nd owner,17000,
Bajaj,Bajaj Pulsar 150,60000,2014,Individual,1st owner,60000,
TVS,TVS Apache RTR 160,50000,2016,Individual,1st owner,40000,
Honda,Honda Dio,35000,2014,Individual,1st owner,25000,
Royal,Royal Enfield Thunderbird 350,160000,2018,Individual,1st owner,19000,
Hero,Hero Honda CBZ extreme,42000,2010,Individual,1st owner,51000,
Bajaj,Bajaj Dominar 400,200000,2019,Individual,1st owner,7600,
Honda,Honda Activa 125,40000,2014,Individual,1st owner,14965,
KTM,KTM 250 Duke,195000,2019,Individual,1st owner,6000,
KTM,KTM RC 390,270000,2019,Individual,1st owner,2380,
TVS,TVS Apache RTR 200 4V,85000,2018,Individual,1st owner,10000,
Bajaj,Bajaj Pulsar NS200,85000,2018,Individual,1st owner,7750,
Royal,Royal Enfield Thunderbird 350,100000,2015,Individual,1st owner,30000,
Royal,Royal Enfield Classic 350,95000,2015,Individual,1st owner,9800,
Suzuki,Suzuki Access 125,45000,2017,Individual,1st owner,22300,
Royal,Royal Enfield Thunderbird 350X,140000,2018,Individual,1st owner,5505,
Yamaha,Yamaha Rx,70000,2000,Individual,3rd owner,5000,
Hero,Hero Honda Splendor Plus,15000,2007,Individual,1st owner,30000,
Bajaj,Bajaj Pulsar 125,65000,2019,Individual,1st owner,16000,
Yamaha,Yamaha Fazer Dlx,58000,2012,Individual,1st owner,40000,
Royal,Royal Enfield Classic 350,162000,2018,Individual,1st owner,17365,
Hero,Hero Honda Hunk,28000,2009,Individual,1st owner,40000,
Royal,Royal Enfield Interceptor 650,285000,2019,Individual,1st owner,5500,
Royal,Royal Enfield Classic 350,125000,2017,Individual,1st owner,33900,
Bajaj,Bajaj Pulsar 150 [2001-2011],15000,2005,Individual,1st owner,47670,
TVS,TVS Apache RR310,200000,2019,Individual,1st owner,5000,
Jawa,Jawa Standard,160000,2019,Individual,1st owner,5700,
Hero,Hero Honda Splendor PRO,30000,2012,Individual,1st owner,22866,
Bajaj,Bajaj Pulsar 220F,70000,2016,Individual,1st owner,31000,
TVS,TVS Star City Plus,42000,2017,Individual,1st owner,21000,
Royal,Royal Enfield Classic 350,160000,2018,Individual,1st owner,17365,
Suzuki,Suzuki Access 125,45000,2017,Individual,1st owner,15000,
Hero,Hero Honda Splendor Plus,12000,2005,Individual,1st owner,48000,
Royal,Royal Enfield Classic 350,140000,2018,Individual,1st owner,20000,
Hero,Hero Splendor Plus,25000,2012,Individual,1st owner,50000,
Royal,Royal Enfield Thunderbird 350,90000,2014,Individual,1st owner,12000,
Yamaha,Yamaha YZF R15 V3,120000,2018,Individual,1st owner,11500,
KTM,KTM RC 200,120000,2015,Individual,1st owner,20000,
Hero,Hero HF Deluxe,35000,2017,Individual,1st owner,27000,
Royal,Royal Enfield Thunderbird 350,87000,2012,Individual,1st owner,20477,
Hero,Hero Honda Splendor Plus,18000,2010,Individual,1st owner,35700,
Hero,Hero Honda Splendor Plus,15000,2004,Individual,1st owner,14500,
Bajaj,Bajaj Platina 100,30000,2018,Individual,1st owner,37000,
Royal,Royal Enfield Thunderbird 350X,160000,2018,Individual,1st owner,3246,
Bajaj,Bajaj Platina 100,45000,2019,Individual,1st owner,15000,
Royal,Royal Enfield Thunderbird 350,120000,2017,Individual,1st owner,4050,
Bajaj,Bajaj Pulsar 150,30000,2012,Individual,2nd owner,5000,
Royal,Royal Enfield Thunderbird 350,120000,2017,Individual,2nd owner,9000,
Hero,Hero Honda CD100SS,10000,1997,Individual,1st owner,646000,
TVS,TVS Apache RTR 160,35000,2011,Individual,1st owner,25000,
Royal,Royal Enfield Classic 350,140000,2016,Individual,1st owner,3654,
Royal,Royal Enfield Himalayan,145000,2017,Individual,1st owner,14000,
KTM,KTM 200 Duke,120000,2017,Individual,1st owner,4100,
Royal,Royal Enfield Bullet 350 [2007-2011],65000,2011,Individual,2nd owner,65000,
Bajaj,Bajaj Pulsar 150,8000,2005,Individual,1st owner,58000,
Royal,Royal Enfield Thunderbird 350,85000,2010,Individual,1st owner,15000,
Hero,Hero Passion Pro 110,39000,2013,Individual,1st owner,20000,
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,35600,
Royal,Royal Enfield Electra 5 S,85000,2008,Individual,1st owner,20000,
Royal,Royal Enfield Interceptor 650,270000,2019,Individual,1st owner,9000,
Royal,Royal Enfield Thunderbird 350,60000,2006,Individual,1st owner,40000,
Hero,Hero Honda Splendor Plus,28000,2008,Individual,1st owner,70889,
KTM,KTM 200 Duke,135000,2018,Individual,1st owner,24000,
Royal,Royal Enfield Thunderbird 350,120000,2016,Individual,1st owner,24600,
Hero,Hero Honda Splendor,10000,2000,Individual,1st owner,61000,
TVS,TVS Apache RTR 160,83299,2019,Individual,1st owner,6400,
Bajaj,Bajaj Pulsar 220 Fi,65000,2013,Individual,1st owner,6409,
Hero,Hero Honda Karizma ZMR [2010],45000,2012,Individual,3rd owner,44000,
Royal,Royal Enfield Bullet 350,110000,2015,Individual,1st owner,36000,
Hero,Hero Honda CD Deluxe,14700,2005,Individual,2nd owner,30000,
Suzuki,Suzuki Access 125,70000,2018,Individual,1st owner,14500,
TVS,TVS Sport,35000,2018,Individual,1st owner,26600,
Hero,Hero Honda Glamour,19000,2012,Individual,1st owner,32000,
KTM,KTM 125 Duke,130000,2019,Individual,1st owner,3500,
Bajaj,Bajaj Pulsar NS200,50000,2013,Dealer,1st owner,58203,
Bajaj,Bajaj Pulsar 150 [2001-2011],18000,2005,Individual,1st owner,21885,
Hero,Hero Honda Splendor Plus,40000,2007,Individual,1st owner,40000,
Bajaj,Bajaj Avenger Cruise 220,95000,2018,Individual,1st owner,1800,
Bajaj,Bajaj Pulsar 150 [2001-2011],26500,2010,Individual,1st owner,52500,
Bajaj,Bajaj Boxer,12000,2008,Individual,1st owner,17500,
Bajaj,Bajaj Pulsar 150,20000,2006,Individual,1st owner,41000,
Honda,Honda Shine,25000,2010,Individual,1st owner,20000,
KTM,KTM 250 Duke,135000,2017,Individual,1st owner,16500,
Royal,Royal Enfield Classic 350,135000,2017,Individual,1st owner,15000,
Bajaj,Bajaj Super,20000,1988,Individual,1st owner,21000,
Bajaj,Bajaj Pulsar 150,26000,2012,Individual,2nd owner,65000,
Hero,Hero Honda CD Deluxe,24700,2012,Individual,2nd owner,40000,
Hero,Hero Honda Passion PRO [2012],12000,2012,Individual,1st owner,90000,
Royal,Royal Enfield Classic 350,150000,2017,Individual,1st owner,7000,
Hero,Hero Honda CD100,15000,1999,Dealer,2nd owner,10000,
Hero,Hero Super Splendor,35000,2014,Individual,2nd owner,37541,
Hero,Hero Honda Passion Plus,40000,2018,Individual,1st owner,29000,
TVS,TVS Spectra,17000,2008,Individual,1st owner,50000,
Hero,Hero Honda CD100,15000,2000,Individual,1st owner,50000,
Bajaj,Bajaj Pulsar 220F,60000,2017,Individual,2nd owner,40000,
Hero,Hero Splendor Plus,30000,2013,Individual,1st owner,20000,
Bajaj,Bajaj Pulsar 150 [2001-2011],55000,2010,Individual,1st owner,42000,
TVS,TVS Star City Plus,52000,2017,Individual,1st owner,25000,
Bajaj,Bajaj Discover 135,12000,2007,Individual,1st owner,60000,
Bajaj,Bajaj Platina 100,23000,2013,Individual,2nd owner,24000,
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,36000,
Bajaj,Bajaj Platina 100,20000,2012,Individual,1st owner,16295,
Bajaj,Bajaj Pulsar 150,16000,2011,Individual,2nd owner,59000,
Bajaj,Bajaj Pulsar 150,20000,2006,Individual,1st owner,9500,
Bajaj,Bajaj Pulsar NS200,50000,2012,Individual,1st owner,46000,
Hero,Hero Splendor Plus,12000,2007,Individual,1st owner,100000,
Bajaj,Bajaj CT 100,40000,2018,Individual,1st owner,14000,
Hero,Hero Honda Pleasure,25000,2009,Individual,1st owner,50000,
Bajaj,Bajaj Platina 100,20000,2012,Individual,1st owner,16295,
Hero,Hero Honda CD Deluxe,25000,2010,Individual,1st owner,35000,
Bajaj,Bajaj Pulsar 150,22000,2011,Individual,1st owner,60000,
TVS,TVS Apache RTR 160,40000,2014,Individual,2nd owner,50000,
Bajaj,Bajaj Pulsar 220F,75000,2016,Individual,1st owner,10500,
Hero,Hero Honda Passion PRO [2012],28000,2011,Individual,2nd owner,60000,
Honda,Honda Dio,30000,2014,Individual,1st owner,24000,
Bajaj,Bajaj Avenger Street 160,85000,2019,Individual,1st owner,3000,
Hero,Hero Honda CD Deluxe,12000,2007,Individual,2nd owner,100000,
Bajaj,Bajaj Pulsar 150,25000,2015,Individual,2nd owner,50000,
Bajaj,Bajaj Pulsar 150,40000,2012,Individual,2nd owner,37000,
Hero,Hero Honda CD Deluxe,15000,2011,Individual,1st owner,70000,
TVS,TVS Excel,5000,1998,Individual,1st owner,60000,
Honda,Honda Shine,40000,2015,Individual,1st owner,21121,
Honda,Honda Dio,28000,2014,Individual,1st owner,13000,
Hero,Hero Splendor Plus,35000,2013,Individual,1st owner,55000,
Bajaj,Bajaj Xcd,25000,2007,Individual,2nd owner,100000,
TVS,TVS Streak,20000,2009,Individual,2nd owner,36000,
Yamaha,Yamaha YZF R15 [2011-2018],65000,2011,Individual,1st owner,29000,
Yamaha,Yamaha RX135,65000,1998,Individual,3rd owner,16500,
Honda,Honda Shine,37000,2014,Individual,1st owner,16145,
Hero,Hero Honda Passion Plus,18000,2007,Individual,2nd owner,50000,
Hero,Hero Honda Passion PRO [2012],28700,2012,Individual,2nd owner,49876,
Bajaj,Bajaj Pulsar 180F,100000,2019,Individual,1st owner,1300,
Hero,Hero Honda Glamour,21000,2010,Individual,1st owner,11000,
Bajaj,Bajaj Pulsar 150 [2001-2011],30000,2010,Individual,2nd owner,55000,
TVS,TVS Apache RTR 200 4V,90000,2019,Individual,1st owner,20000,
Bajaj,Bajaj Super,6000,1991,Individual,1st owner,35000,
Hero,Hero Honda Passion Plus,23500,2010,Individual,1st owner,60000,
Bajaj,Bajaj Pulsar 150,55000,2015,Individual,2nd owner,40000,
Hero,Hero Honda CD100,15000,1998,Individual,1st owner,65000,
Bajaj,Bajaj Pulsar 220 DTS-i,40000,2011,Individual,1st owner,26000,
Hero,Hero Honda Achiever,15000,2009,Individual,1st owner,86000,
Hero,Hero Honda Karizma,40000,2011,Individual,2nd owner,340000,
Bajaj,Bajaj Avenger Cruise 220,70000,2016,Individual,1st owner,10000,
Bajaj,Bajaj Discover 135,22000,2007,Individual,1st owner,25000,
Bajaj,Bajaj Pulsar 150,72000,2017,Individual,1st owner,24000,
Hero,Hero HF Deluxe,30000,2014,Individual,2nd owner,35000,
Aprilia,Aprilia SR 125,65000,2018,Individual,1st owner,6500,
Bajaj,Bajaj Pulsar 150,68000,2019,Individual,1st owner,10000,
Honda,Honda Shine,30000,2014,Individual,1st owner,25000,
Hero,Hero Super Splendor,45000,2012,Individual,1st owner,21000,
TVS,TVS Scooty Pep DLX,14500,2012,Individual,1st owner,44000,
TVS,TVS Star City Plus,26000,2014,Individual,2nd owner,68000,
Hero,Hero Honda Street Smart,10000,2000,Individual,1st owner,24000,
TVS,TVS Apache RTR 160,50000,2017,Individual,1st owner,38000,
Honda,Honda Dio,23000,2010,Individual,1st owner,40000,
Hero,Hero Honda Splendor Plus,15000,2006,Individual,1st owner,100000,
TVS,TVS Apache RTR 160,89999,2019,Individual,1st owner,6400,
Hero,Hero Honda Splendor Plus,17600,2006,Individual,1st owner,52000,
Bajaj,Bajaj Platina 100,17000,2007,Individual,1st owner,16000,
Bajaj,Bajaj Pulsar 150 [2001-2011],35000,2010,Individual,1st owner,60000,
Hero,Hero CD Deluxe,35000,2016,Individual,1st owner,38000,
Hero,Hero Splendor Plus,25000,2015,Individual,1st owner,45000,
Hero,Hero Honda Splendor Plus,10000,2007,Individual,1st owner,98000,
TVS,TVS Apache RTR 160,70000,2018,Individual,1st owner,16000,
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,50000,
Hero,Hero Honda Passion Plus,20000,2006,Individual,1st owner,28000,
Bajaj,Bajaj CT 100,8000,2005,Individual,2nd owner,82000,
Bajaj,Bajaj Pulsar 220 DTS-i,65000,2013,Individual,1st owner,6409,
Hero,Hero Honda Super Splendor [2005],20000,2008,Individual,1st owner,54000,
TVS,TVS Apache RTR 160,15000,2009,Individual,4th owner,880000,
Honda,Honda Activa 125,45000,2017,Individual,1st owner,49000,
Bajaj,Bajaj Pulsar 220F,50000,2011,Individual,2nd owner,55000,
Bajaj,Bajaj Pulsar NS200,85000,2018,Individual,2nd owner,15100,
Hero,Hero Honda Splendor,25000,2008,Individual,1st owner,38000,
KTM,KTM RC 200,180000,2019,Individual,2nd owner,13800,
Hero,Hero CBZ,35000,2010,Individual,1st owner,36000,
Hero,Hero Honda Glamour,35000,2012,Individual,1st owner,30000,
Hero,Hero Honda CBZ extreme,35000,2011,Individual,1st owner,35000,
Suzuki,Suzuki Access 125,40000,2017,Individual,1st owner,15000,
Bajaj,Bajaj Pulsar 150,30000,2010,Individual,1st owner,54000,
Bajaj,Bajaj Pulsar NS160,80000,2018,Individual,1st owner,11000,
Honda,Honda Shine,18000,2010,Individual,1st owner,15000,
Hero,Hero Passion Pro 110,20000,2008,Individual,3rd owner,40000,
Suzuki,Suzuki Access 125,20000,2012,Individual,1st owner,24000,
TVS,TVS Jupiter,70000,2018,Individual,1st owner,14000,
Hero,Hero Passion Pro 110,50000,2019,Individual,1st owner,29442,
Honda,Honda Livo,25000,2015,Individual,1st owner,30000,
Bajaj,Bajaj Pulsar 220F,110000,2019,Individual,1st owner,4000,
TVS,TVS Apache RTR 160 4V,85009,2018,Individual,1st owner,7500,
Hero,Hero Passion Pro 110,60000,2013,Individual,1st owner,15000,
Bajaj,Bajaj Pulsar 150,25000,2013,Individual,2nd owner,70000,
TVS,TVS Apache RTR 160 4V,75000,2019,Individual,1st owner,12657,
Honda,Honda Shine,20000,2007,Individual,1st owner,80000,
Suzuki,Suzuki Intruder 150,75000,2018,Individual,1st owner,10000,
Bajaj,Bajaj Pulsar RS 200,105000,2017,Individual,1st owner,18345,
Bajaj,Bajaj Discover 135,30000,2009,Individual,1st owner,20000,
Hero,Hero Honda CBZ,10000,2000,Individual,4th owner,48000,
Hero,Hero Honda Passion PRO [2012],25000,2012,Individual,2nd owner,20000,
Bajaj,Bajaj Xcd,15000,2008,Individual,1st owner,100000,
Bajaj,Bajaj Pulsar NS160,70000,2018,Individual,1st owner,20000,
Yamaha,Yamaha RXG,25000,1997,Individual,1st owner,45354,
TVS,TVS Streak,10000,2009,Individual,1st owner,100000,
Bajaj,Bajaj Pulsar RS 200,80000,2015,Individual,1st owner,32000,
Honda,Honda Livo,35000,2016,Individual,1st owner,70000,
Royal,Royal Enfield Classic 350,135000,2017,Individual,1st owner,2700,
Bajaj,Bajaj CT 100,30000,2016,Individual,1st owner,38500,
Bajaj,Bajaj CT 100,42000,2019,Individual,1st owner,2900,
TVS,TVS Star City Plus,50000,2016,Individual,2nd owner,14000,
Royal,Royal Enfield Electra 4 S,80000,2013,Individual,1st owner,46000,
KTM,KTM 200 Duke,130000,2016,Individual,1st owner,12000,
Bajaj,Bajaj Pulsar 220F,120000,2019,Individual,1st owner,6500,
Honda,Honda Shine,30000,2014,Individual,1st owner,40000,
Honda,Honda Livo,45000,2018,Individual,1st owner,10000,
Honda,Honda Activa 125,30000,2014,Individual,1st owner,20000,
TVS,TVS Victor GLX,18000,2005,Individual,1st owner,11000,
Bajaj,Bajaj Pulsar NS200,85000,2018,Individual,1st owner,17500,
Bajaj,Bajaj Platina 100,40000,2018,Individual,1st owner,17500,
TVS,TVS Sport,34000,2018,Individual,1st owner,25000,
Hero,Hero Honda Passion Plus,8000,2003,Individual,1st owner,53500,
Honda,Honda Dio,50000,2016,Individual,1st owner,8000,
Hero,Hero Honda Splendor Plus,20000,2006,Individual,1st owner,75000,
Bajaj,Bajaj Pulsar 150,50000,2012,Individual,1st owner,28000,
Bajaj,Bajaj Discover 135,37000,2008,Individual,1st owner,62000,
Honda,Honda Livo,69000,2018,Individual,1st owner,12000,
Hero,Hero Honda Splendor NXG,28000,2012,Individual,1st owner,49999,
Royal,Royal Enfield Thunderbird 350,135000,2016,Individual,1st owner,4500,
Bajaj,Bajaj Xcd,20000,2009,Individual,1st owner,16000,
Bajaj,Bajaj Avenger Street 160,80000,2019,Individual,1st owner,5000,
Royal,Royal Enfield Electra 5 S,99000,2006,Individual,2nd owner,36000,
TVS,TVS Apache RTR 200 4V,90000,2018,Individual,1st owner,70000,
Hero,Hero Honda Splendor Plus,20000,2005,Individual,1st owner,27370,
TVS,TVS Victor GLX,27000,2002,Individual,1st owner,49000,
Honda,Honda Grazia,60000,2018,Individual,1st owner,16000,
Bajaj,Bajaj Pulsar 150 [2001-2011],12000,2007,Individual,2nd owner,100000,
Hero,Hero Super Splendor,40000,2013,Individual,1st owner,68000,
Hero,Hero Honda Passion Plus,25000,2007,Individual,1st owner,70000,
Hero,Hero Splendor Plus,25000,2006,Individual,2nd owner,40000,
Bajaj,Bajaj Discover 135,25000,2010,Individual,1st owner,55000,
Hero,Hero Honda Splendor,10000,2006,Individual,1st owner,75000,
Hero,Hero Honda CD Deluxe,25000,2008,Individual,3rd owner,65000,
Royal,Royal Enfield Electra Twinspark,120000,2016,Individual,1st owner,345000,
TVS,TVS Apache [2006],15000,2006,Individual,1st owner,40000,
TVS,TVS Apache RTR 200 4V,125000,2019,Individual,1st owner,3000,
Hero,Hero Honda CBZ extreme,35000,2011,Individual,1st owner,28000,
Bajaj,Bajaj Pulsar 150,75000,2017,Individual,1st owner,30000,
Bajaj,Bajaj Platina 100,25000,2013,Individual,1st owner,30000,
Suzuki,Suzuki SlingShot,24000,2011,Individual,1st owner,17000,
TVS,TVS Apache RTR 160,70000,2018,Individual,1st owner,17000,
Yamaha,Yamaha Gladiator,15000,2009,Individual,1st owner,46000,
Hero,Hero Honda Glamour,45000,2012,Individual,1st owner,75000,
Royal,Royal Enfield Thunderbird 350,100000,2012,Individual,1st owner,28000,
Royal,Royal Enfield Classic 350,100000,2014,Individual,1st owner,19000,
Bajaj,Bajaj Pulsar 150,60000,2017,Individual,1st owner,28450,
Royal,Royal Enfield Electra Twinspark,100000,2014,Individual,1st owner,31500,
Bajaj,Bajaj Pulsar 150,40000,2016,Individual,1st owner,28000,
Bajaj,Bajaj Pulsar 150,21000,2007,Individual,1st owner,100000,
Hero,Hero HF Deluxe,40000,2018,Individual,1st owner,16000,
Bajaj,Bajaj Avenger Cruise 220,75000,2016,Individual,1st owner,10950,
Honda,Honda Dio,45000,2017,Individual,1st owner,35850,
Royal,Royal Enfield Bullet 350 [2007-2011],60000,2001,Individual,2nd owner,4000,
Royal,Royal Enfield Classic 350,130000,2018,Individual,2nd owner,35000,
Hero,Hero CBZ,40000,2014,Individual,1st owner,35000,
Hero,Hero Splendor Plus,65000,2018,Individual,1st owner,7500,
TVS,TVS Apache RTR 160 4V,105000,2019,Individual,1st owner,6000,
Royal,Royal Enfield Classic 350,120000,2017,Individual,1st owner,7199,
Hero,Hero Super Splendor,50000,2017,Individual,1st owner,9999,
Hero,Hero Honda CBZ extreme,25000,2007,Individual,1st owner,80000,
Honda,Honda Shine,37000,2016,Individual,1st owner,45000,
Royal,Royal Enfield Himalayan,119000,2016,Individual,1st owner,19800,
Royal,Royal Enfield Classic 350,130000,1993,Individual,2nd owner,10000,
Hero,Hero Honda Passion Plus,22000,2008,Individual,2nd owner,85000,
Hero,Hero Honda Splendor Plus,15000,2007,Individual,1st owner,70000,
KTM,KTM RC 200,150000,2017,Individual,1st owner,20000,
Royal,Royal Enfield Bullet 350 [2007-2011],150000,1995,Individual,3rd owner,20000,
Bajaj,Bajaj Pulsar 220F,45000,2011,Individual,1st owner,40000,
Honda,Honda Shine,30000,2013,Individual,1st owner,93000,
Bajaj,Bajaj Pulsar 150 [2001-2011],22000,2011,Individual,1st owner,36000,
Bajaj,Bajaj CT 100,25000,2017,Individual,1st owner,45000,
Hero,Hero CD Dawn,10000,2005,Individual,1st owner,48000,
Honda,Honda Shine,42000,2017,Individual,1st owner,25000,
TVS,TVS Max DLX,26000,2002,Individual,2nd owner,28000,
Honda,Honda Dio,60000,2018,Individual,1st owner,11000,
Royal,Royal Enfield Thunderbird 350,120000,2015,Individual,1st owner,10000,
Royal,Royal Enfield Thunderbird 350,59000,2005,Individual,2nd owner,40000,
KTM,KTM 390 Duke,205000,2018,Individual,1st owner,7500,
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,12000,
KTM,KTM RC 200,185000,2019,Individual,1st owner,6000,
Bajaj,Bajaj Pulsar 150,35000,2009,Individual,1st owner,14500,
Bajaj,Bajaj Pulsar 150 [2001-2011],35000,2008,Individual,1st owner,70000,
Hero,Hero Honda Passion Plus,25000,2008,Dealer,2nd owner,100000,
Hero,Hero Honda Splendor Plus,20000,2004,Individual,2nd owner,127000,
Hero,Hero Honda Splendor Plus,20000,2010,Individual,2nd owner,30000,
Hero,Hero Super Splendor,30000,2011,Individual,1st owner,89000,
Hero,Hero Super Splendor,40000,2017,Individual,2nd owner,80000,
Honda,Honda Shine,40000,2011,Individual,1st owner,8600,
Hero,Hero Honda Hunk,45000,2013,Individual,1st owner,40000,
Bajaj,Bajaj Pulsar 150,70000,2017,Individual,1st owner,24000,
Hero,Hero Honda Splendor Plus,25000,2012,Individual,1st owner,70000,
Hero,Hero CD Dawn,35000,2014,Individual,1st owner,38000,
Hero,Hero Honda CD Deluxe,25500,2012,Individual,1st owner,28990,
Hero,Hero Honda Hunk,35000,2010,Individual,1st owner,13000,
Hero,Hero Honda CD Deluxe,20000,2005,Individual,1st owner,15000,
Bajaj,Bajaj Pulsar 150 [2001-2011],30000,2008,Individual,1st owner,19500,
Hero,Hero Honda CBZ extreme,30000,2011,Individual,3rd owner,70000,
Bajaj,Bajaj Pulsar 150,40000,2014,Individual,2nd owner,65000,
Honda,Honda Livo,45000,2017,Individual,1st owner,30000,
Hero,Hero Honda Hunk,40000,2010,Individual,1st owner,41000,
Hero,Hero HF Deluxe,35000,2018,Individual,1st owner,15000,
Bajaj,Bajaj Boxer,15000,2004,Individual,1st owner,18000,
Royal,Royal Enfield Electra 5 S,99000,2012,Individual,1st owner,28000,
Royal,Royal Enfield Electra 5 S,90000,2012,Individual,1st owner,40000,
Hero,Hero Honda Hunk,20000,2010,Individual,1st owner,17000,
Bajaj,Bajaj Pulsar 220 DTS-i,60000,2014,Individual,1st owner,16000,
Hero,Hero Honda CBZ extreme,40000,2009,Individual,1st owner,50000,
Hero,Hero Honda CBZ extreme,35000,2012,Individual,1st owner,60000,
